,Rank,Name,Net_Worth,Age,Citizenship,Source,Industry
357,352,Yuri Milner,$6.8 B,61,Israel,Tech investments,Finance & Investments
358,352,Gordon Moore,$6.8 B,94,United States,Intel,Technology
359,352,John Overdeck,$6.8 B,53,United States,Hedge funds,Finance & Investments
360,352,David Siegel,$6.8 B,61,United States,Hedge funds,Finance & Investments
361,352,Viktor Vekselberg,$6.8 B,65,Russia,"Metals, investments",Diversified
362,352,Wang Laisheng,$6.8 B,58,Hong Kong,Electronics components,Technology
363,352,Randa Duncan Williams,$6.8 B,61,United States,Pipelines,Energy
364,365,Ken Fisher,$6.7 B,72,United States,Money management,Finance & Investments
365,365,Christopher Hohn,$6.7 B,56,United Kingdom,Hedge funds,Finance & Investments
366,365,Kjeld Kirk Kristiansen,$6.7 B,75,Denmark,Lego,Manufacturing
367,365,Sofie Kirk Kristiansen,$6.7 B,47,Denmark,Lego,Manufacturing
368,365,Thomas Kirk Kristiansen,$6.7 B,44,Denmark,Lego,Manufacturing
369,365,Massimiliana Landini Aleotti & family,$6.7 B,80,Italy,Pharmaceuticals,Healthcare
370,365,Li Ping,$6.7 B,55,Hong Kong,Batteries,Automotive
371,365,Lin Jianhua,$6.7 B,60,China,Solar panel components,Manufacturing
372,365,Magdalena Martullo-Blocher,$6.7 B,54,Switzerland,Chemicals,Manufacturing
373,365,Xavier Niel,$6.7 B,55,France,"Internet, telecom",Telecom
374,365,Terrence Pegula,$6.7 B,72,United States,Natural gas,Energy
375,365,"Edward Roski, Jr.",$6.7 B,84,United States,Real estate,Real Estate
376,365,John A. Sobrato & family,$6.7 B,83,United States,Real estate,Real Estate
377,365,George Soros,$6.7 B,92,United States,Hedge funds,Finance & Investments
378,365,David Sun,$6.7 B,71,United States,Computer hardware,Technology
379,365,Agnete Kirk Thinggaard,$6.7 B,39,Denmark,Lego,Manufacturing
380,365,John Tu,$6.7 B,81,United States,Computer hardware,Technology
381,365,Xu Shihui,$6.7 B,65,China,"Snacks, beverages",Food & Beverage
382,383,Rahel Blocher,$6.6 B,47,Switzerland,Chemicals,Manufacturing
383,383,Bubba Cathy,$6.6 B,68,United States,Chick-fil-A,Food & Beverage
384,383,Dan Cathy,$6.6 B,70,United States,Chick-fil-A,Food & Beverage
385,383,Trudy Cathy White,$6.6 B,67,United States,Chick-fil-A,Food & Beverage
386,383,Bruce Kovner,$6.6 B,78,United States,Hedge funds,Finance & Investments
387,383,"Henry Nicholas, III.",$6.6 B,63,United States,Semiconductors,Technology
388,383,Nadia Thiele,$6.6 B,47,Germany,Investments,Finance & Investments
389,390,David Bonderman,$6.5 B,80,United States,Private equity,Finance & Investments
390,390,Melinda French Gates,$6.5 B,58,United States,Microsoft,Technology
391,390,Nathan Kirsh,$6.5 B,91,Eswatini (Swaziland),"Retail, real estate",Fashion & Retail
392,390,Annette Lerner & family,$6.5 B,93,United States,Real estate,Real Estate
393,390,David Reuben,$6.5 B,84,United Kingdom,"Investments, real estate",Real Estate
394,390,Simon Reuben,$6.5 B,81,United Kingdom,"Real estate, investments",Diversified
395,390,Radovan Vitek,$6.5 B,51,Czech Republic,Real estate,Real Estate
396,397,Carl Bennet,$6.4 B,71,Sweden,Investments,Finance & Investments
397,397,Stephen Bisciotti,$6.4 B,62,United States,"Staffing, Baltimore Ravens",Sports
398,397,Stanley Druckenmiller,$6.4 B,69,United States,Hedge funds,Finance & Investments
399,397,Jian Jun,$6.4 B,59,China,Biomedical products,Healthcare
400,397,Alexei Kuzmichev,$6.4 B,60,Russia,"Oil, banking, telecom",Energy
401,397,Dmitry Rybolovlev & family,$6.4 B,56,Russia,Fertilizer,Manufacturing
402,397,Luis Carlos Sarmiento,$6.4 B,90,Colombia,Banking,Finance & Investments
403,397,Dennis Washington,$6.4 B,88,United States,"Construction, mining",Logistics
404,405,Anthony Bamford & family,$6.3 B,77,United Kingdom,Construction equipment,Construction & Engineering
405,405,Gao Jifan & family,$6.3 B,58,China,Solar equipment,Energy
406,405,John Grayken,$6.3 B,66,Ireland,Private equity,Finance & Investments
407,405,Alain Merieux & family,$6.3 B,85,France,Pharmaceuticals,Healthcare
408,405,Wang Yusuo & family,$6.3 B,59,China,Natural gas distribution,Energy
409,405,Stef Wertheimer & family,$6.3 B,96,Israel,Metalworking tools,Manufacturing
410,411,Maria Asuncion Aramburuzabala & family,$6.2 B,59,Mexico,"Beer, investments",Food & Beverage
411,411,Gustaf Douglas,$6.2 B,85,Sweden,Investments,Diversified
412,411,Frits Goldschmeding,$6.2 B,89,Netherlands,Temp agency,Service
413,411,Lin Muqin & family,$6.2 B,59,China,Beverages,Food & Beverage
414,411,Ruan Liping,$6.2 B,58,Hong Kong,Power strips,Manufacturing
415,411,Ruan Xueping,$6.2 B,51,Hong Kong,Power strip,Manufacturing
416,411,Michal Solowow,$6.2 B,60,Poland,Investments,Finance & Investments
417,418,Mike Adenuga,$6.1 B,69,Nigeria,"Telecom, oil",Diversified
418,418,Tom Gores,$6.1 B,58,United States,Private equity,Finance & Investments
419,418,Michael Herz,$6.1 B,79,Germany,Coffee,Fashion & Retail
420,418,Wolfgang Herz,$6.1 B,72,Germany,Coffee,Fashion & Retail
421,418,Michael Kadoorie,$6.1 B,81,Hong Kong,"Hotels, energy",Energy
422,418,Sunil Mittal,$6.1 B,65,India,Telecom,Telecom
423,418,Zhou Qunfei,$6.1 B,53,Hong Kong,Smartphone screens,Technology
424,425,Alexander Abramov,$6 B,64,Russia,"Steel, mining",Metals & Mining
425,425,Rene Benko,$6 B,46,Austria,"Real estate, retail",Real Estate
426,425,Neil Bluhm,$6 B,85,United States,Real estate,Real Estate
427,425,Alain Bouchard,$6 B,74,Canada,Convinience stores,Fashion & Retail
428,425,Jay Chaudhry,$6 B,63,United States,Security software,Technology
429,425,Gopikishan Damani,$6 B,65,India,"Retail, investments",Fashion & Retail
430,425,Sumet Jiaravanon,$6 B,88,Thailand,Diversified,Diversified
431,425,Joe Lewis,$6 B,86,United Kingdom,Investments,Finance & Investments
432,425,Frank Lowy,$6 B,92,Australia,Investments,Finance & Investments
433,425,Michael Milken,$6 B,76,United States,Investments,Finance & Investments
434,425,David Steward,$6 B,71,United States,IT provider,Technology
435,425,Les Wexner & family,$6 B,85,United States,Retail,Fashion & Retail
436,437,Cai Kui,$5.9 B,60,China,Real estate,Real Estate
437,437,Jaran Chiaravanont,$5.9 B,93,Thailand,Diversified,Diversified
438,437,Andreas Halvorsen,$5.9 B,61,Norway,Hedge funds,Finance & Investments
439,437,Antony Ressler,$5.9 B,62,United States,Finance,Finance & Investments
440,437,Tsai Eng-meng,$5.9 B,66,Taiwan,"Food, beverages",Food & Beverage
441,442,Josh Harris,$5.8 B,58,United States,Private equity,Finance & Investments
442,442,Niels Peter Louis-Hansen,$5.8 B,75,Denmark,Medical devices,Healthcare
443,442,Patrick Soon-Shiong,$5.8 B,70,United States,Pharmaceuticals,Healthcare
444,445,Rinat Akhmetov,$5.7 B,56,Ukraine,"Steel, coal",Metals & Mining
445,445,John Brown,$5.7 B,88,United States,Medical equipment,Healthcare
446,445,Clive Calder,$5.7 B,76,United Kingdom,Record label,Media & Entertainment
447,445,Arthur Irving,$5.7 B,93,Canada,Oil,Energy
448,445,Fredrik Lundberg,$5.7 B,71,Sweden,"Real estate, investments",Real Estate
449,445,Thomas Schmidheiny,$5.7 B,77,Switzerland,Cement,Construction & Engineering
450,445,Helmut Sohmen,$5.7 B,83,Austria,Shipping,Logistics
451,445,Daniel Ziff,$5.7 B,51,United States,Investments,Finance & Investments
452,445,Dirk Ziff,$5.7 B,59,United States,Investments,Finance & Investments
453,445,Robert Ziff,$5.7 B,56,United States,Investments,Finance & Investments
454,455,Maria Angelicoussis,$5.6 B,41,Greece,Shipping,Logistics
455,455,Ray Lee Hunt,$5.6 B,79,United States,"Oil, real estate",Energy
456,455,Lai Meisong,$5.6 B,52,China,Package delivery,Logistics
457,455,Vikram Lal & family,$5.6 B,81,India,Motorcycles,Automotive
458,455,Ken Langone,$5.6 B,87,United States,Investments,Finance & Investments
459,455,Li Ge,$5.6 B,56,United States,Pharmaceutical ingredients,Healthcare
460,455,Karen Pritzker,$5.6 B,65,United States,"Hotels, investments",Finance & Investments
461,455,Robert Rowling,$5.6 B,69,United States,"Hotels, investments",Service
462,455,Teddy Sagi,$5.6 B,51,Israel,Gambling software,Gambling & Casinos
463,455,Seo Jung-jin,$5.6 B,65,South Korea,Biotech,Healthcare
464,455,Wu Jianshu,$5.6 B,59,Hong Kong,Auto parts,Automotive
465,466,Micky Arison,$5.5 B,73,United States,Carnival Cruises,Service
466,466,James Chambers,$5.5 B,65,United States,"Media, automotive",Media & Entertainment
467,466,Pierre Chen,$5.5 B,66,Taiwan,Electronics,Technology
468,466,John Collison,$5.5 B,32,Ireland,Payments software,Technology
469,466,Patrick Collison,$5.5 B,34,Ireland,Payment software,Technology
470,466,Archie Aldis Emmerson & family,$5.5 B,93,United States,"Timberland, lumber mills",Manufacturing
471,466,Piero Ferrari,$5.5 B,77,Italy,Automobiles,Automotive
472,466,Dan Friedkin,$5.5 B,58,United States,Toyota dealerships,Automotive
473,466,James Irving,$5.5 B,95,Canada,Diversified,Diversified
474,466,Jiang Weiping & family,$5.5 B,68,China,Chemicals,Manufacturing
475,466,Wolfgang Marguerre & family,$5.5 B,81,Germany,Pharmaceuticals,Healthcare
476,466,Ludwig Merckle,$5.5 B,58,Germany,Pharmaceuticals,Finance & Investments
477,466,Mitchell Rales,$5.5 B,66,United States,"Manufacturing, investments",Manufacturing
478,466,Katharine Rayner,$5.5 B,78,United States,"Media, automotive",Media & Entertainment
479,466,Jean Salata,$5.5 B,57,Chile,Finance,Finance & Investments
480,466,Paul Singer,$5.5 B,78,United States,Hedge funds,Finance & Investments
481,466,Sergio Stevanato & family,$5.5 B,80,Italy,Medical packaging,Healthcare
482,466,Margaretta Taylor,$5.5 B,80,United States,"Media, automotive",Media & Entertainment
483,466,Richard White,$5.5 B,68,Australia,Software,Technology
484,466,Zhao Yan,$5.5 B,56,China,Biotech,Diversified
485,486,Patrizio Bertelli,$5.4 B,77,Italy,Luxury goods,Fashion & Retail
486,486,Mahendra Choksi & family,$5.4 B,81,India,Paints,Manufacturing
487,486,Mat Ishbia,$5.4 B,43,United States,Mortgage lender,Finance & Investments
488,486,Leo Koguan,$5.4 B,68,United States,IT provider,Technology
489,486,Miao Hangen,$5.4 B,58,China,"Textiles, petrochemicals",Diversified
490,486,Michael Pieper,$5.4 B,77,Switzerland,Kitchen appliances,Manufacturing
491,486,Miuccia Prada,$5.4 B,73,Italy,Luxury goods,Fashion & Retail
492,486,Wolfgang Reimann,$5.4 B,70,Germany,Consumer goods,Fashion & Retail
493,486,Matthias Reimann-Andersen,$5.4 B,58,Germany,Consumer goods,Fashion & Retail
494,486,Stefan Reimann-Andersen,$5.4 B,59,Germany,Consumer goods,Fashion & Retail
495,486,Renate Reimann-Haas,$5.4 B,71,Germany,Consumer goods,Fashion & Retail
496,497,Todd Boehly,$5.3 B,49,United States,Finance,Finance & Investments
497,497,Rick Caruso,$5.3 B,64,United States,Real estate,Real Estate
498,497,Ibrahim Erdemoglu,$5.3 B,60,Turkey,Carpet,Manufacturing
499,497,Elizabeth Johnson,$5.3 B,59,United States,Fidelity,Finance & Investments
500,497,Douglas Leone,$5.3 B,65,United States,Venture capital,Finance & Investments
501,497,Prajogo Pangestu,$5.3 B,78,Indonesia,"Petrochemicals, energy",Diversified
502,497,Thomas Pritzker,$5.3 B,72,United States,"Hotels, investments",Finance & Investments
503,497,Lynda Resnick,$5.3 B,80,United States,Agriculture,Food & Beverage
504,497,Stewart Resnick,$5.3 B,86,United States,Agriculture,Food & Beverage
505,497,Gary Rollins,$5.3 B,78,United States,Pest control,Service
506,497,Mark Walter,$5.3 B,62,United States,"Finance, asset management",Finance & Investments
507,497,Ronald Wanek,$5.3 B,81,United States,Furniture,Manufacturing
508,497,Erich Wesjohann & family,$5.3 B,77,Germany,Poultry genetics,Food & Beverage
509,497,M.A. Yusuff Ali,$5.3 B,67,India,Retail,Fashion & Retail
510,511,Alexandre Behring,$5.2 B,56,Brazil,Investments,Finance & Investments
511,511,Cheng Xue,$5.2 B,53,China,Soy sauce,Food & Beverage
512,511,Robert Faith,$5.2 B,59,United States,Real estate management,Real Estate
513,511,Gao Dekang & family,$5.2 B,71,China,Apparel,Fashion & Retail
514,511,Micky Jagtiani,$5.2 B,71,India,Retail,Fashion & Retail
515,511,Ananda Krishnan,$5.2 B,85,Malaysia,"Telecoms, media, oil-services",Telecom
516,511,Barry Lam,$5.2 B,73,Taiwan,Electronics,Technology
517,511,"Robert Rich, Jr.",$5.2 B,82,United States,Frozen foods,Food & Beverage
518,511,Mark Scheinberg,$5.2 B,49,Canada,Online gambling,Gambling & Casinos
519,511,Charles Simonyi,$5.2 B,74,United States,Microsoft,Technology
520,511,Ty Warner,$5.2 B,78,United States,"Plush toys, real estate",Real Estate
521,511,Sam Zell,$5.2 B,81,United States,"Real estate, private equity",Real Estate
522,523,Fang Wei,$5.1 B,49,China,Steel,Manufacturing
523,523,Rekha Jhunjhunwala,$5.1 B,59,India,Investments,Finance & Investments
524,523,Charles B. Johnson,$5.1 B,90,United States,Franklin Templeton,Finance & Investments
525,523,Kwon Hyuk-bin,$5.1 B,49,South Korea,Online games,Media & Entertainment
526,523,Sami Mnaymneh,$5.1 B,61,United States,Private equity,Finance & Investments
527,523,Kjell Inge Rokke,$5.1 B,64,Norway,"Shipping, seafood",Logistics
528,523,Tony Tamer,$5.1 B,65,United States,Private equity,Finance & Investments
529,523,Tse Ping & family,$5.1 B,71,China,Pharmaceuticals,Healthcare
530,523,Romesh T. Wadhwani,$5.1 B,75,United States,Software,Technology
531,523,Hansjoerg Wyss,$5.1 B,88,Switzerland,Medical devices,Healthcare
532,523,Denise York & family,$5.1 B,72,United States,San Francisco 49ers,Sports
533,534,Ron Baron,$5 B,79,United States,Money management,Finance & Investments
534,534,Robert Bass,$5 B,75,United States,"Oil, investments",Energy
535,534,Dona Bertarelli,$5 B,55,Switzerland,Biotech and investments,Healthcare
536,534,Alexander Gerko,$5 B,43,United Kingdom,Trading,Finance & Investments
537,534,Martin Haefner,$5 B,69,Switzerland,"Software, investments",Technology
538,534,"Robert Hale, Jr.",$5 B,56,United States,Telecom,Telecom
539,534,Viktor Kharitonin,$5 B,50,Russia,Pharmaceuticals,Healthcare
540,534,Kim Beom-su,$5 B,57,South Korea,Online services,Technology
541,534,Jane Lauder,$5 B,50,United States,Estée Lauder,Fashion & Retail
542,534,Michel Leclercq & family,$5 B,83,France,Sporting goods,Fashion & Retail
543,534,George Lucas,$5 B,78,United States,Star Wars,Media & Entertainment
544,534,Janice McNair,$5 B,86,United States,"Energy, sports",Sports
545,534,Ugur Sahin,$5 B,57,Germany,Biotechnology,Healthcare
546,534,Alexandra Schoerghuber & family,$5 B,64,Germany,Real estate,Real Estate
547,534,Thomas Straumann,$5 B,59,Switzerland,Dental implants,Healthcare
548,534,Murat Ulker,$5 B,64,Turkey,Food,Food & Beverage
549,534,Chip Wilson,$5 B,66,Canada,Lululemon,Fashion & Retail
550,534,Zhu Yan & family,$5 B,52,China,Real estate,Real Estate
551,552,Jim Davis & family,$4.9 B,79,United States,New Balance,Manufacturing
552,552,Murali Divi & family,$4.9 B,72,India,Pharmaceuticals,Healthcare
553,552,Dagmar Dolby & family,$4.9 B,81,United States,Dolby Laboratories,Technology
554,552,Marcos Galperin,$4.9 B,N/A,Argentina,E-commerce,Technology
555,552,Tom Golisano,$4.9 B,81,United States,Payroll services,Service
556,552,Jonathan Gray,$4.9 B,53,United States,Investments,Finance & Investments
557,552,Bidzina Ivanishvili,$4.9 B,67,Georgia,Investments,Finance & Investments
558,552,Lim Hariyanto Wijaya Sarwono,$4.9 B,94,Indonesia,"Palm oil, nickel mining",Metals & Mining
559,552,Rudolf Maag,$4.9 B,77,Switzerland,Medical devices,Healthcare
560,552,Emanuele (Lino) Saputo & family,$4.9 B,86,Canada,Cheese,Food & Beverage
561,552,Mark Shoen,$4.9 B,72,United States,U-Haul,Automotive
562,552,Dan Snyder,$4.9 B,58,United States,Washington Commanders,Sports
563,552,Chairul Tanjung,$4.9 B,60,Indonesia,Diversified,Diversified
564,552,Kelcy Warren,$4.9 B,67,United States,Pipelines,Energy
565,552,Zhang Tao,$4.9 B,50,China,E-commerce,Fashion & Retail
566,567,Michael Ashley,$4.8 B,58,United Kingdom,Sports retailing,Fashion & Retail
567,567,Tomasz Biernacki,$4.8 B,50,Poland,Supermarkets,Fashion & Retail
568,567,Bernard Broermann,$4.8 B,79,Germany,Hospitals,Healthcare
569,567,Jimmy Haslam,$4.8 B,69,United States,"Gas stations, retail",Fashion & Retail
570,567,H. Fisk Johnson,$4.8 B,64,United States,Cleaning products,Manufacturing
571,567,S. Curtis Johnson,$4.8 B,67,United States,Cleaning products,Manufacturing
572,567,Helen Johnson-Leipold,$4.8 B,66,United States,Cleaning products,Manufacturing
573,567,Vinod Khosla,$4.8 B,68,United States,Venture capital,Technology
574,567,Thai Lee,$4.8 B,64,United States,IT provider,Technology
575,567,Winifred J. Marquart,$4.8 B,63,United States,Cleaning products,Manufacturing
576,567,Pankaj Patel,$4.8 B,70,India,Pharmaceuticals,Healthcare
577,567,Horst Julius Pudwill,$4.8 B,78,Germany,Manufacturing,Manufacturing
578,567,Yu Yong,$4.8 B,62,China,Mining,Finance & Investments
579,580,Maria Fernanda Amorim & family,$4.7 B,88,Portugal,"Energy, investments",Diversified
580,580,Gayle Benson,$4.7 B,76,United States,New Orleans Saints,Sports
581,580,Jason Chang,$4.7 B,78,Singapore,Electronics,Technology
582,580,Ali Erdemoglu,$4.7 B,63,Turkey,Carpet,Manufacturing
583,580,Andre Esteves,$4.7 B,54,Brazil,Banking,Finance & Investments
584,580,Carlo Fidani,$4.7 B,68,Canada,Real estate,Real Estate
585,580,Hong Ra-hee,$4.7 B,77,South Korea,Samsung,Technology
586,580,Li Gaiteng,$4.7 B,50,China,Hair dryers,Manufacturing
587,580,Thomas Secunda,$4.7 B,68,United States,Bloomberg LP,Media & Entertainment
588,580,Zuowen Song,$4.7 B,76,China,"Aluminum, diversified",Diversified
589,580,Tim Sweeney,$4.7 B,52,United States,Video games,Media & Entertainment
590,591,Bert Beveridge,$4.6 B,61,United States,Vodka,Food & Beverage
591,591,Mark Cuban,$4.6 B,64,United States,"Online media, Dallas Mavericks",Media & Entertainment
592,591,Charles Dolan & family,$4.6 B,96,United States,Cable television,Media & Entertainment
593,591,Jack Dorsey,$4.6 B,46,United States,"Twitter, Square",Technology
594,591,Fan Hongwei,$4.6 B,56,China,Petrochemicals,Energy
595,591,Vladimir Kim,$4.6 B,62,Kazakhstan,Mining,Metals & Mining
596,591,"Andre Koo, Sr.",$4.6 B,55,Taiwan,Financial services,Finance & Investments
597,591,Ronald Lauder,$4.6 B,79,United States,Estee Lauder,Fashion & Retail
598,591,Li Chunan,$4.6 B,54,China,Solar wafers and modules,Manufacturing
599,591,Forrest Li,$4.6 B,45,Singapore,Gaming,Media & Entertainment
600,591,Richard Li,$4.6 B,56,Hong Kong,Telecom,Telecom
601,591,Doug Meijer & family,$4.6 B,69,United States,Supermarkets,Fashion & Retail
602,591,Hank Meijer & family,$4.6 B,71,United States,Supermarkets,Fashion & Retail
603,591,Mark Meijer & family,$4.6 B,65,United States,Supermarkets,Fashion & Retail
604,591,Issad Rebrab & family,$4.6 B,79,Algeria,Food,Food & Beverage
605,591,Fred Smith,$4.6 B,78,United States,FedEx,Logistics
606,591,Barry Sternlicht,$4.6 B,62,United States,Private equity,Finance & Investments
607,591,Maximilian Viessmann,$4.6 B,34,Germany,"Heating, cooling equipment",Manufacturing
608,591,Russ Weiner,$4.6 B,52,United States,Energy drinks,Food & Beverage
